"Folder","XmlAnimFileCount","XmlColorFileCount","XmlFontFileCount","XmlInterpolatorFileCount","XmlDrawableFileCount","XmlTransitionFileCount","LayoutCount","LayoutAvgMaxDepth","LayoutMaxDepth","LayoutAvgElementCount","LayoutTotalElementCount","LayoutAvgAttributeCount","LayoutTotalAttributeCount","StringCount","StyleCount","DrawableDensityFolderCount","ValueLocaleFolderCount"
"/Benign/2cdff54b46b98f6c94a60dab351f58da444e8a2e5bca262eade5a9101abab5ff",0,0,0,0,4,0,29,1.4,4,5.2,152,10.2,296,72,27,7,72
"/Benign/99ed25894c6c7d866fbcb02579db59f33b28d3efd579549578fec91dca96fd47",10,0,0,0,0,0,21,1.1,2,3.1,65,7.0,148,26,8,5,0
"/Benign/d84d626f96c5c68139c3d88d692c81cb6f5912e781d6fbe2902e0392fe3fd348",27,0,0,0,11,0,244,1.6,5,5.9,1449,11.7,2854,557,163,11,43
"/Benign/56011191e0f1bb115b3b9ced365f94d271e5cbc85d9b7d2668e3e8b8b675ff7e",29,0,0,0,58,0,444,1.7,9,6.2,2770,9.7,4327,910,552,15,73
"/Benign/5135f51c08128a0d05891d8d8d93733eaa5bd35f978e3129e2116144ed3f3718",25,0,0,0,35,0,314,1.8,7,6.2,1956,12.3,3871,889,531,14,45
"/Benign/77e8d93e2c3ec5e419f480490ebd3dfde6f484696bed4f757132b9b3a19846dd",19,0,0,0,46,0,218,1.5,8,5.6,1219,10.3,2242,506,572,14,40
"/Benign/7c8593f0b232d6d9b5c7a84de7928d3f933af6d0d5bf16732e6c6423cee8db1c",0,0,0,0,0,0,5,1.8,3,6.6,33,13.8,69,71,5,6,7
"/Benign/b08330494dbf965db24bfac7e8d6b680072fbc57aaedc38a027ee3a15abcf9b1",25,0,0,2,43,0,262,1.5,5,6.8,1785,10.2,2680,1972,496,15,41
"/Benign/a92ca36996a6572050dfed77c139b3fe9544366093ad520953933f83540d1315",0,0,0,0,2,0,31,1.9,5,8.0,249,12.7,394,263,56,28,51
"/Benign/efee468431bd22c5b6a18035215b03c5b6e50ac87ab20b121c8117b9902a2411",24,0,0,0,16,0,265,2.6,11,12.8,3387,23.7,6275,2249,385,14,41
"/Benign/315fa5f7e3dcdba86ebd77b2638d2b317d174d2453010bea7d9df3593792097f",18,0,0,0,25,0,120,1.4,7,5.1,608,9.7,1163,318,361,13,40
"/Benign/71077b861f9b7ba2af8b9d3353c9605b2bd8f5c7f41786c451e813eb56b2e685",69,0,0,0,34,0,305,1.4,5,5.4,1638,9.5,2891,674,886,21,71
"/Benign/dd178ed36138458d993f2aafff71f7f48f97f456eb2d6cfc6954498af4c998d7",18,2,0,0,29,0,90,1.0,5,4.3,389,6.7,602,122,388,14,73
"/Benign/4e603d8479fbc080afaacee65897b9e258874c42697b2dcdfecb7835eb7bf464",0,0,0,0,1,0,9,0.9,2,3.8,34,4.0,36,45,7,7,40
"/Benign/ebb2eecf8d39c729110dce7b4355c5260fc6993936f4d2e0bede574ca9277e55",10,0,0,0,13,0,75,0.9,4,3.4,257,5.7,429,145,319,18,42
"/Benign/0c6ff893d0d7642dad682bbbcbacffe354cf71b26845768413ca3ec122932e25",12,0,0,0,13,0,449,2.2,9,8.2,3692,16.3,7300,1099,460,20,44
"/Benign/d882b28604a8c5ee7283848975038d74a934deb275db79a03a373a984a397ae5",24,0,0,0,15,0,170,1.5,6,5.3,905,9.7,1642,474,164,12,2
"/Benign/2e18d019b0d8b28c89fba3cf9293964b070f639628b0af629bf581e667d5ce80",10,0,0,0,13,0,59,0.9,4,3.7,221,6.5,383,27,311,12,40
"/Benign/40ce3c2ad7f8bcdbc4da49a03da26945cc30905cd72f96db63edfedb0bde2a65",10,0,0,0,24,0,81,1.3,5,4.5,366,8.1,658,65,356,12,70
"/Benign/b9b545364b1968b73169f071b629abf3a92472ae138606615c40a6d5580cf937",0,0,0,0,0,0,4,0.8,1,2.0,8,3.5,14,7,0,5,0
"/Benign/4fcaa0aed7e7d24ea126cc087eaae5842fc069794315bcdf4e052de36ec1e13e",11,0,0,0,8,0,178,2.3,7,7.3,1297,12.3,2186,95,303,10,40
"/Benign/37a9c88209de956eb06933b34e8c751a3c9f7bc432bc2cd4bd39d31cb7c7789f",44,0,0,0,41,0,540,1.8,7,7.3,3960,11.1,5986,1931,586,12,13
"/Benign/9be2b54768e4f658f98d308c516a342b1bceb965911b1817891ee38a84de6bab",11,0,0,0,11,3,323,4.0,10,16.3,5265,38.1,12305,670,15,4,41
"/Benign/1adedc50883563af586e55018a92b864e39aa6538baf38140f92112c70e0099f",11,0,0,0,4,0,18,1.8,7,9.1,163,15.8,285,70,18,6,40
"/Benign/f63699f6aec0d9b84a70b8b3338d056dd8c397e1542f45443c0fed9b9594238d",22,0,0,0,25,0,396,1.5,6,5.4,2133,9.4,3709,460,365,28,55
"/Benign/120536f984107c8f25bfc4533c7090a9b5a16c22fbcf36da6d5af2f2fcdf70b3",57,0,0,2,36,0,490,1.5,7,5.1,2475,8.0,3937,1261,663,19,11
"/Benign/ba070ee640730bd1dc0899e6c51765436fecb36535d826eb3aec2b7054d96979",47,0,0,0,24,0,625,2.9,10,14.4,9004,28.8,18006,1210,400,15,40
"/Benign/c68774ab4d8181dc3260005423dd028bc551cf237ae33a9762e55130d66a1502",36,4,0,0,54,0,243,1.5,5,5.1,1238,9.9,2410,514,467,21,76
"/Benign/404adcf6225a5db68fb0fabcde3d09909a3bc57807fe8b55d4dc9d02fb44f269",5,0,0,0,13,0,61,1.1,4,3.7,227,8.3,506,310,141,11,43
"/Benign/3135a25fc87e417cbf969c22fd9f34f90439e5d5fb640a10168c470afcad5edd",48,0,0,0,37,0,674,2.2,8,8.1,5441,14.7,9912,2764,502,17,47
"/Benign/97a9af94fe3521a29af9459f3ab81f8c5d31394194d77bc49be3fab87c57a455",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,1,5,0
"/Benign/b00984378ed0b3b7b1effb6d7f4d3e4840ca546c9dbc7fc400197f8e9a47f621",17,0,0,0,18,0,141,1.4,6,5.4,766,9.5,1337,305,352,13,52
"/Benign/0d26791b0aa196965a7da9b689f0b6a5125a5de563ea4e5e9a24c55b9d1fa025",6,0,0,0,2,0,31,1.0,3,3.0,94,6.4,197,80,144,6,41
"/Benign/f68bc5d47f8fc06623c4f6b2c41056e3f61c82244cb81a880e09806f0d1a6893",32,0,0,0,84,1,691,2.1,6,8.2,5690,12.4,8560,2079,634,23,0
"/Benign/83717c9f6cb287d10dee82b984f9e176a3e5588418541ce98157758b2bf70fa5",25,0,0,0,6,0,140,2.8,7,10.3,1443,19.2,2694,692,38,9,73
"/Benign/c655345c7946ba6bd3fc9f2309957dce4a755946761ab490e6ba5797e4d29556",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,39,5,5,41
"/Benign/424fd192a7bc9f8a1e479d16570745b7e56b9e75cf7053a864db7163c89c3ee7",56,0,0,0,29,0,282,2.0,9,7.1,2014,14.1,3986,525,448,15,41
"/Benign/cfcb12e0439390cd899b9d12cf77b772768bba498c0f35b515faa4ec21ba3618",37,0,0,38,29,0,204,1.9,5,6.0,1220,10.5,2146,557,436,16,70
"/Benign/30a3f897e125acbc32aad78eeeca08838dcd606dbe18248e0203ea11d2923a63",34,0,0,0,8,0,281,1.9,7,8.5,2375,13.4,3752,1213,76,12,73
"/Benign/831ff9073ae48ce9e84f090f07ee9d17a44594c4617767c9e3c778fbb8b8c8da",20,0,0,4,58,0,116,1.3,5,4.8,561,7.9,920,138,417,14,70
"/Benign/37947bde29a11556c1463445294f5df26640f02f47bddb1d1980bd6e4525bc96",17,0,0,0,12,0,129,1.9,6,7.9,1021,13.9,1790,186,318,12,40
"/Benign/7d6649dd3d08f02f77a5c5d041c6177504eac1e35ebc9602df68425d9ae7b492",0,0,0,0,0,0,28,1.8,4,12.9,360,16.5,463,85,1,6,70
"/Benign/a9d58ec49fc6b88cab62fdfb667c698a732571a6ea1920b6fc4c9a63fd26cb50",23,0,0,4,59,0,163,1.7,5,5.7,923,9.8,1596,338,414,22,71
"/Benign/7c8afb30f8bb2a24311739e87cc7b0158d66c49e361701f975b0dfa48c3169c9",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,3,0
"/Benign/e7ac9cb460751585780d3faf61724b2479b9525b00655aa09f6ae79ea08b049f",48,0,0,2,49,0,360,2.1,10,7.3,2614,13.6,4900,647,449,15,61
"/Benign/361fdb6a0f5fb7e097955333203759f311437f97fc9f46b9441aea3ad8a4e077",0,0,0,0,1,0,9,0.9,2,3.8,34,4.0,36,45,7,7,40
"/Benign/a6c58421366da74933075642b74ee57bb59f52f1bf202ca5eb6825d92048bec6",67,0,0,0,66,0,520,2.0,8,8.2,4253,15.4,8026,2492,615,20,52
"/Benign/675520f430e96c404b7ed90b10a7184c06f71bb2123fe0306f51474104a8bd70",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,39,5,7,40
"/Benign/8c378524f74bc68d27ace03fd76785615267477fa83149ef6871b85c705b2038",34,0,0,0,23,0,84,1.4,6,6.0,506,10.1,848,67,352,15,71
"/Benign/2393b26a19d24e2511b3103142162e179076c10b7029dc3618ad42d7a6e3ebf4",0,0,0,0,2,0,2,1.5,3,5.0,10,8.0,16,98,9,7,40
"/Benign/b7c06fce8c6590d4c22d743bfc783df533cb61540c4c3622edfbfd29bd02eba8",20,0,0,0,24,0,127,1.4,5,6.5,824,9.7,1226,484,419,18,40
"/Benign/b8ea1b2fcdf27661ad820e7fbf1cbcea1c8d91e3573ddcdeb9840d665ff2e635",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1031,562,0,45
"/Benign/fbf9ac56a9994900be92389928c062e2dbe1ab98bda80783f5be9f72cc290110",20,0,0,0,46,0,423,1.7,7,6.7,2825,10.9,4606,1464,578,16,10
"/Benign/2e10884c6ab44c7bdd3e46b6127ce9c4eba797718baa0a3e91c2d551f245d970",90,0,0,0,120,0,1234,2.3,10,9.0,11060,16.4,20258,3898,798,32,42
"/Benign/fe136fc1736f982273163be91346b0c6eebb0985574ccaf03ff9cc10e856c381",19,0,0,0,17,0,160,1.8,6,6.6,1058,14.0,2246,219,352,12,41
"/Benign/74cb28d37cb39a049afa4a10ffd4b0fec35f59d33f9f05d313f62854c149d1bf",24,0,0,0,43,0,378,1.7,10,6.0,2278,9.8,3692,1432,575,32,73
"/Benign/264f9bc4cdad18770fcbe30ebf03f5588e3829586de7c7f253dea7395f6679bc",29,0,0,0,15,0,163,2.7,8,10.2,1658,19.6,3193,106,343,13,40
"/Benign/197d76d43312bc26d5b4ca4b6104a1d03ea0cf38e88ec8f704e9082f329bbf04",11,0,0,2,31,2,221,1.6,5,5.7,1259,9.3,2059,850,306,36,40
"/Benign/05edd994c8b92545235849099b95a3bf72c314997c60d1a6ca6d30bd04a1edce",10,0,0,0,12,0,51,1.1,4,4.8,245,7.3,372,62,304,13,40
"/Benign/1c8914a57ea466f8b46c5ab942c7efc4bad765893ad41411163cbd93bb2fe862",38,0,0,0,30,0,238,1.9,8,7.0,1666,12.6,2987,429,485,14,1
"/Benign/49b68352de095487593299fb5fe85885fb65385329d40a6ca4b13c7002c6a238",0,0,0,0,0,0,6,2.0,2,6.7,40,8.3,50,8,1,3,0
"/Benign/0b95d4674e701bde3cce978116012f0378f1d836613ddf5565d789179628b100",28,4,0,4,72,0,601,2.1,7,7.6,4597,15.1,9097,709,492,210,60
"/Benign/a455a8f65cdce45a676c37f2fc817f484fc090d1d9f1f2649273846297a44f4d",21,0,0,0,25,0,106,1.3,5,4.9,523,8.3,879,223,411,23,40
"/Benign/349260b805cbc49cc68297419027e2d0d589fa4983f3faf869b42f198e651a8c",5,0,0,0,13,0,60,1.1,4,3.7,220,8.1,483,304,141,11,43
"/Benign/b1ecb75c4a18d8c9aae04f07589be602e69c1e80f64a11b026604c25da1ab114",0,0,0,0,0,0,1,1.0,1,2.0,2,6.0,6,45,8,5,41
"/Benign/793e573fa77ffc0ca0bd801e2bdbb1c64f68223eca05ff1601484e268823faf3",32,2,0,0,81,0,323,1.6,5,5.6,1805,11.0,3539,492,460,18,71
"/Benign/7399d23a06976cb0c48705a475f38fc4d6166d370c40303a8f3dfbc23e5ecf1c",17,0,0,0,24,0,287,2.8,10,14.2,4078,30.0,8609,761,355,12,40
"/Benign/361dc556e019390f27f68a19745bca7d4d2e628e714554f7928f26b08c6fc7ae",39,0,0,0,19,0,304,1.7,7,5.9,1789,10.5,3200,1493,188,11,71
"/Benign/94a6994ca2f33398838b394920f3e5f975b603b158375fef3ab7ded4939716da",25,0,0,0,23,0,117,1.2,4,4.5,523,7.0,816,311,362,19,72
"/Benign/22113ee6168f97ac43a00ab709a1801e15a26161ff439a682f77b70d8c7cc55a",0,0,0,0,0,0,5,1.8,3,6.6,33,13.8,69,71,5,6,13
"/Benign/05a9736ec9a301bbb3265f1cc68431ea563d400f5984b3c22f6235312fe916dc",14,0,0,0,8,0,69,0.9,4,3.6,247,5.8,402,211,313,10,40
"/Benign/b7a153c43007385c4f0643b4565cff81138e0a521247107981b61af2313a23d1",4,0,0,0,4,0,126,1.5,6,7.7,965,10.6,1341,182,6,5,3
"/Benign/d276387d9f44d883c2238341125721b1e1a96cd035fb8b1c3086c42f02a4064b",1,0,0,0,5,0,88,2.1,4,8.4,742,11.9,1050,597,211,7,40
"/Benign/7909a60c2c74e9517f7aa17772079760978c1f7f34794d4a5a3189e669edbc5f",57,0,0,0,50,1,451,1.4,7,5.5,2485,7.6,3436,1524,621,16,42
"/Benign/0e4af9e3095e43821ede8935cb34ce27014d60d62f710e32d4b063743efbf201",18,0,0,0,21,0,84,1.2,5,5.6,469,11.0,927,129,349,15,71
"/Benign/c57d62e73fd9595fbedb2cc2751508d4457745c18644cb44b304800f500dfc54",18,0,0,0,18,0,72,0.8,4,3.1,222,4.9,352,83,345,13,40
"/Benign/c5fd3d67f5e99ea4ff0efe3afb782d4376ca031e3d90fd7233ced6b6e0633c03",10,0,0,0,16,0,118,1.5,5,5.4,643,10.7,1265,446,326,13,43
"/Benign/cb60866dd222ce9ad479f9d5db37bb0768ebdab94e340b928ec0f83ca5109734",10,0,0,0,13,0,52,0.9,4,3.7,191,6.2,322,21,308,14,40
"/Benign/1b45a6c9c9f2f76b366e0afbe12c019bdfb1ede7f278bf79411ad1efbd1a35a6",0,0,0,0,0,0,5,1.8,3,6.6,33,13.8,69,45,1,6,1
"/Benign/501fa3d47ae03d6fef049deb994b8273ee1800ff8c503348e1d112e788751309",28,0,0,0,1,0,19,2.3,4,7.4,140,15.3,291,116,10,7,40
"/Benign/cb43a02f12bab3397dedd05952d23c647fb969defe67ea1e4fc5264850ea756e",45,0,0,0,100,0,683,1.3,7,4.7,3223,7.9,5366,1440,624,16,74
"/Benign/5fd4efc88a3b86e86ba8ee4f68cd5b8971ae1b429f4c13f9bd10e2495276a3dc",21,0,0,0,29,0,200,1.5,7,6.7,1333,10.9,2178,253,468,15,51
"/Benign/59f5e40ae6ef3cd910a108bd0b3636491f64d275750767bb9d39ecf020a0e62f",22,0,0,0,47,0,362,2.1,8,9.2,3343,18.1,6566,869,487,16,71
"/Benign/a7e3c9b18cccb1259dbff6f6ea1971a36bf4db822326ff8a525b1294b07ae179",10,0,0,0,13,0,57,0.9,4,4.5,254,7.0,399,49,308,13,40
"/Benign/0f170461446772bb82d0f5645db9a86f1949c4dcbf66bae63566104de896b85c",201,0,0,0,928,0,5467,1.3,7,4.5,24828,6.9,37951,11235,2630,20,55
"/Benign/5552e82464b23321a42e55250aee64b2c7bed70db7e5047c9875040127ffc3d2",53,0,0,4,81,0,529,2.3,8,7.5,3984,15.0,7945,766,517,16,77
"/Benign/e48448151715ee088b086cdd29041664ec68634e545fb61c0ed7f5c9b0406165",24,0,0,0,18,0,140,1.4,6,5.0,705,7.8,1087,477,385,16,61
"/Benign/23bf010213e03df5d3cf78f01c3cf7dd99a95e8fa9b20cf9d0dd42868cccca7b",11,0,0,0,18,0,88,1.3,4,5.2,454,9.1,798,318,320,13,40
"/Benign/98c5167fe9996fc88d2b6972bb8cc78dfa45fa46bd90607748d0fc98c74e989c",20,0,0,0,18,0,103,0.9,4,3.7,377,5.3,548,178,371,12,41
"/Benign/690d66c211d9b14bb5ec3ccb21fd3a4078e1d3ab8b57745bd3356da9959baf87",0,0,0,0,4,0,0,0.0,0,0.0,0,0.0,0,30,1,5,69
"/Benign/5e9da6ab23b645784208c08440a5a965f1b475ee95ed372ec5aa4da49092f792",35,0,0,0,61,1,393,1.5,5,5.6,2212,10.1,3971,908,619,40,62
"/Benign/4acda454adfd6ac68d17a34480fc2cacb10eda44dc39db26c6f05d774aae8da7",12,0,0,0,5,0,40,1.1,3,4.0,158,7.1,283,180,244,13,45
"/Benign/5484623d2ab5488aca3a7dc1ad75d99b3fb2a2f21490eb747a3cbae80c533ce3",48,0,0,0,73,0,208,1.7,6,6.6,1365,11.3,2355,411,414,16,41
"/Benign/5da53219928a734d20cd090fd9cf42f9479f8f10cae5caf4841e401291c8d6f8",0,0,0,0,27,0,100,1.7,5,9.8,983,17.9,1795,68,29,10,43
"/Benign/0cdbaa206f8ca87c35597bc665f5d4ab5597dccaa255eefa7e6ee93520766f7f",35,0,0,0,38,0,304,2.3,10,11.2,3401,22.4,6806,298,375,19,41
"/Benign/20bccc4dc6783c3eb0cd7cce0e3081c71fe3e955fe08772b3799851195847186",18,0,0,0,29,0,185,2.2,7,7.3,1345,14.6,2702,530,382,15,72
"/Benign/f3f48463e1f0f14dde2a7d3b93d7ee747f6e550828b584065b82d03689f0460e",13,0,0,0,19,0,126,1.6,6,6.8,860,11.1,1402,366,327,15,72
"/Benign/4a827098488a4aec5b84c1f550e7b4b409e83b1a9bde34ff8ebfab9f9b5737fe",24,0,0,0,21,0,224,1.5,7,6.3,1402,9.4,2112,524,394,26,42
"/Benign/eb2564d7fea66c86fac46798be1444da234d224fedd02e93b7e8e70ada1b7ec4",6,0,0,0,0,0,182,3.2,7,17.4,3169,39.0,7106,1064,13,4,7
"/Benign/d10a68a65ddb4afd7f3d448ae6cb285f950eacf57f27ed774538dd2ca25c2961",19,0,0,0,11,0,52,1.0,4,4.1,213,7.4,386,76,305,13,40
"/Benign/8eb02df0c5d973620a1ddd8eb92146bb31ee86496044584a00acd1a475d018c2",18,0,0,0,33,0,184,2.2,8,10.2,1871,22.5,4139,447,391,14,72
"/Benign/f885594e80d395d748e3a79a8fe4c77e0328357b1a65fd82f7817adeb51178f0",20,0,0,0,6,0,317,2.4,8,10.0,3155,22.4,7116,1551,200,8,15
"/Benign/07f4b711e855bcac69e9e0c3157bd372c22110ffee77524e708cc86e6a8e5be0",0,0,0,0,22,0,132,2.7,11,13.4,1772,30.9,4076,281,158,6,41
"/Benign/ca598d52f3455246adaf23363b37f43ae81d36d5e1080dbef973f74d3f4b3fb6",4,0,0,0,22,0,25,1.4,3,4.5,113,7.9,198,737,15,8,40
"/Benign/c035bac230bf79d3f31a270cf1aeea29bd607cbacd6e5d4432a03c86750ed2eb",37,0,0,0,42,0,361,1.7,8,7.1,2558,12.0,4330,875,559,14,70
"/Benign/d3eb3309029d2ca5870e5879ad7b6efb4c37ff6f00c06b501dc860896310d4ab",49,0,0,0,169,0,758,1.6,6,5.9,4446,8.7,6632,2104,710,24,58
"/Benign/87409c8e8eae71f68b7016829e446a02499ddfe423b124ba6dbc8f290328a3ca",24,0,0,0,68,1,332,1.9,7,6.9,2279,11.4,3788,814,485,16,40
"/Benign/19ab60887fec08a5c8fc9eca37764250dc23d2107a2ab09d81e1dc16c3881c08",26,0,0,2,84,0,269,1.8,8,6.5,1738,10.1,2721,612,470,13,51
"/Benign/836f043f75472b44d599ceb47597baff2e85737779aa862b72c1044f38dd6612",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,1,6,0
"/Benign/d4500fb507afa51f1b889e45a80645c3f56bd7a04a10390d24cfe66561c373d3",47,0,0,0,55,0,639,2.3,11,9.5,6082,16.5,10551,1428,905,19,50
"/Benign/83549c2146601c0b2f9249d6c79a0669519ad98787385be9fbf397b27444e185",14,0,0,0,21,0,71,1.1,4,4.3,302,7.5,530,103,344,14,72
"/Benign/69cb206baef07978a416ad545f7ad3ec3d7e7b88c3dfd0dcf26a06cf13f36bcc",26,0,0,0,16,0,155,1.6,5,8.2,1275,12.6,1951,482,325,12,41
"/Benign/5879f974d992c65c6bb4887fa95767cf098d128deeb66e4891c78a190ff3f527",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,16,1,6,13
"/Benign/83fab260513c21d4c5f113e57a1d51ee3bda8fbf896f4482ce5fefb3d0349653",6,0,0,0,14,0,47,4.3,10,26.0,1221,53.4,2508,802,204,10,44
"/Benign/2e8619efedb545de5418eb50f48351e35ae12ac76f33a48a9fb7a87bf912e8b2",0,0,0,0,3,0,18,1.6,5,6.2,112,10.1,182,92,14,7,41
"/Benign/e1970faec8fd3756f80085df4cbc42975d23f4e049da121a40de3cb3953006fe",5,0,0,0,6,0,49,1.8,5,6.8,333,12.2,599,194,30,39,43
"/Benign/aae5c2deaf63a77bd706d5a0537d1c2f091102ccca19b36208fc1aa7fe638536",0,0,0,0,9,0,31,1.6,5,9.8,304,13.0,403,324,12,9,69
"/Benign/bc52c80e37987635f7e6976de2eee07cade3699c2af50b7c8d682062f741320f",6,0,0,0,2,0,30,1.0,3,2.8,85,5.8,173,28,141,4,40
"/Benign/e5302c7ddf74c14a74c906e61cf48f50630b8741d73bbd59de978dadd83a4983",0,0,0,0,1,0,8,0.8,1,3.5,28,3.5,28,45,7,7,40
"/Benign/035f1183ae7e31bd7545d815d20dab8aa74ff6ed68d8de930ab7d869d3393f39",15,0,0,0,18,0,692,2.2,7,11.3,7793,19.5,13488,1802,470,15,45
"/Benign/7d7218832090704b19cbd33535438a86e0be87998f90147cb5ac9e9b795c722b",0,0,0,0,3,0,17,0.9,2,14.0,238,3.4,58,20,21,7,37
"/Benign/fb059838b5587037cf6392a9798614e0f447eddd0f33dc3bc02ba2c43609f16a",12,0,0,0,4,0,92,2.3,8,13.4,1231,33.1,3049,271,65,6,50
"/Benign/226404eb24c4b9db9d231de81f3d9e9fbff4855957203667b4ff94a25fee6213",0,0,0,0,2,0,2,1.5,3,5.0,10,8.0,16,98,9,6,40
"/Benign/226b4e77c6b2415c885e5c0c4bdc2d414f1927554761e5dd1ae1e3aa8c82f80d",17,0,0,0,16,0,142,1.7,5,5.8,829,10.9,1543,207,385,15,40
"/Benign/21572a2722bcdb1d257e8e13d734ec35fb27ac4ddc74c126acb61f7778ad886f",46,0,0,0,28,0,340,2.2,7,7.8,2663,15.9,5401,822,392,14,13
"/Benign/d5fd265aab21da2ac572833e76ab7f0a865b5eecfb4d31474535edb3d7325cf3",0,0,0,0,8,0,198,1.6,7,6.5,1293,8.5,1688,801,123,6,51
"/Benign/2c177624308798cf58d107de7e6417c2a86ad39e0a11a206ecf38aaa77d68456",2,0,0,0,1,0,15,2.3,5,16.0,240,24.7,371,129,16,6,40
"/Benign/ab401aa7b6f88da8eaee0558dc7c0c9117ffa431f044e2e140c1619ed267d984",27,0,0,0,92,0,338,2.2,7,9.0,3054,14.5,4890,806,464,13,71
"/Benign/676c4064badc857cd43fc2f84291937c4b2c8138b9287b9ec42a3d087a5d4258",24,0,0,0,14,0,163,1.5,6,6.4,1038,9.0,1471,534,404,21,42
"/Benign/3a549eb97c240ebd00f6ace9f42a26acd61ff2aea17185745d1097800de3d5d4",3,0,0,0,7,0,52,1.9,5,6.5,337,10.2,529,156,15,4,42
"/Benign/4fed1c850130157a538fecbc235455eb19309a0b54b5324418983e40473ab412",5,0,0,0,21,0,58,1.1,4,3.3,192,6.5,376,352,142,11,43
"/Benign/f1ed0e9bc81848fa747147db928a91b7d0ab92f7ab5a93687aca6433f00611ff",16,0,0,0,39,0,254,1.9,7,9.0,2278,15.3,3886,899,325,18,40
"/Benign/f7a9d1182e6ebe7e72ee35939cc7306c4d38aa8917c21188d59620c9c3b812c8",31,0,0,0,66,0,304,2.6,9,9.0,2750,19.7,5977,509,480,15,77
"/Benign/c34c2d603effeee9163c5dc3462897242e6563d04aa029a9289e52b765588a57",17,0,0,0,57,0,179,1.4,6,6.0,1071,9.1,1631,271,460,15,72
"/Benign/213bbdf4ee8454980359d640545f574db804cde6bfa811009378eadc3bba4f04",16,0,0,0,40,0,178,2.2,5,60.4,10752,16.5,2933,1112,321,15,74
"/Benign/49b0096bae5dabfc2aadfd36310577c6c0c54fb19d28d18675bc8092df54297d",8,0,0,0,0,0,51,3.5,9,23.1,1176,30.3,1546,115,6,6,41
"/Benign/3d3e4f58aaa93def45b6c775b95abd7b43e3e56ad7ef803c20bfc63f87866b27",22,0,0,0,20,0,86,1.2,6,5.0,430,8.8,759,78,348,15,71
"/Benign/e2404bbb51ecfc8c9f9d107ceabcdc308808c65c356c66bcb6d56e41bfab6387",20,0,0,0,18,0,180,1.8,7,6.4,1153,13.3,2393,312,348,16,76
"/Benign/99f4e5c1bdf97f58e0ba26cef0dcaa80c46a661013e0774523947e7deb95fb62",0,0,0,0,0,0,12,0.8,2,4.2,51,4.8,57,8,3,11,34
"/Benign/6d8792e60b0b5a372db38dcc9d79313e68c15633ea7d7b5c10de9c5c30fa96e1",20,0,0,0,25,0,789,2.2,8,9.4,7454,17.2,13546,726,365,14,51
"/Benign/fb3fa628de1860855cedf1cc4e654c1533a57ed9b080af18a139bdd79673afa4",0,0,0,0,3,0,22,1.0,4,3.0,67,4.8,105,24,25,16,37
"/Benign/1f6d8b7b9cf63de719777595590b36ad32187ed73a4231630565d9fb1e738580",53,0,0,0,33,0,150,1.7,6,6.9,1034,12.2,1829,403,376,12,41
"/Benign/10178db59e17d01a6421fc88badfc547a186512c8c687ba1c2486e9f356716a5",20,0,0,0,31,0,134,1.3,8,5.3,714,9.1,1213,346,388,16,71
"/Benign/c1539995e78b511da4f0ac2c5226b169e8cd58e0526c4b088f04f39406bf6d59",24,2,0,0,39,0,247,1.7,10,7.5,1864,12.0,2969,731,389,14,51
"/Benign/a98025f0fffb1792da8c0c6d07d1902020872d7777e1bf4d950d4d701b96b035",48,0,0,0,26,0,402,1.9,6,7.2,2904,12.8,5154,1278,412,19,72
"/Benign/2bae47eab4760010881708bfcaa5eb897d62e3d342c8a17b17f58ec57c42fb1e",52,0,0,0,36,0,432,2.2,7,9.4,4081,18.8,8104,1398,73,9,3
"/Benign/0a8bcb60df8cfb6654c73255d5857391b9ae42d2d0268c27e2887b8f73371fd0",0,0,0,0,1,0,20,1.2,3,4.1,82,7.2,145,100,8,6,13
"/Benign/80f8175cbd7d3b0b2939ef1bdb01aff8e7ac1b1574fc91bf99228a13188ba4fa",6,0,0,0,5,0,38,1.0,3,3.2,123,5.9,225,94,240,21,70
"/Benign/0d2483933dc52acf4aced429d93c6265e5d4ad1b7e96176d4e9ab7d4b6058707",0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,43,1,7,40
"/Benign/b690f92672f5f92457ecc8915e63e825fd5097df271dfe9a946e17bc08e3268d",66,0,0,0,76,0,755,2.1,8,9.2,6973,17.8,13413,1485,523,21,71
"/Benign/56acbe4f9c59b5b0aab7a8dacbf5aaedfd441b8f2d41b80781885e3d4fd0d136",21,4,0,0,54,0,144,1.3,4,4.2,608,7.7,1106,137,352,18,40
"/Benign/fa75f3732e05d6c7119d090521b413a4b630dae3ba8db82e1a83e40f1e35920f",28,0,0,0,20,0,111,2.0,12,10.6,1178,20.6,2288,278,355,14,72
"/Benign/e8b15076709a2ec8159ac61269e55092482f6f58c60bda404f7e1a6e662615e8",4,0,0,0,4,0,26,2.0,5,7.6,197,12.2,318,69,6,4,0
